Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-004644,End User,Indian,Dubai Creek Harbour,Apartment,1150000.0
CUST-003951,End User,Indian,Arabian Ranches,Villa,5325000.0
CUST-002142,Investor,Iranian,Damac Hills 2,Studio,1420000.0
CUST-003836,Investor,Italian,Business Bay,Apartment,1800000.0
CUST-004554,Investor,Chinese,Business Bay,Townhouse,1750000.0
CUST-000401,Investor,Egyptian,Jumeirah Village Circle (JVC),Townhouse,1560000.0
CUST-004827,End User,Ukrainian,Damac Hills 2,Apartment,695000.0
CUST-002451,Investor,Indian,Mohammed Bin Rashid City (MBR City),Villa,1495000.0
CUST-000399,End User,British,Al Furjan,Villa,
CUST-001789,End User,Egyptian,Dubai South,Studio,1500000.0
CUST-001587,Investor,Pakistani,Dubai Marina,Studio,825000.0
CUST-001877,Investor,Indian,Jumeirah Lake Towers (JLT),Apartment,1670000.0
CUST-001681,Investor,South African,Jumeirah Village Circle (JVC),Apartment,1375000.0
CUST-000994,Investor,South African,Dubai Hills Estate,Villa,4785000.0
CUST-001245,End User,Indian,Damac Hills 2,Apartment,1560000.0
CUST-000815,End User,Jordanian,Jumeirah Lake Towers (JLT),Apartment,1655000.0
CUST-000020,Investor,French,Palm Jumeirah,Studio,
CUST-003808,End User,Russian,Al Furjan,Villa,5930000.0
CUST-001415,Investor,British,Jumeirah Lake Towers (JLT),Apartment,1435000.0
CUST-000892,Investor,Saudi,Dubai Marina,Townhouse,2105000.0
CUST-000649,End User,Pakistani,Arabian Ranches,Townhouse,1780000.0
CUST-004252,End User,Indian,,Studio,1525000.0
CUST-001950,End User,French,Downtown Dubai,Apartment,1790000.0
CUST-004822,Investor,Pakistani,Dubai Marina,Apartment,1440000.0
CUST-001036,End User,American,,Penthouse,5880000.0
CUST-004632,Investor,Pakistani,Jumeirah Village Circle (JVC),Studio,1260000.0
CUST-000220,End User,Chinese,Dubai Hills Estate,Apartment,1315000.0
CUST-001183,End User,Pakistani,Al Furjan,Studio,1230000.0
CUST-000281,Investor,Indian,Dubai Marina,Apartment,1160000.0
CUST-001437,Investor,Russian,Mohammed Bin Rashid City (MBR City),Studio,1655000.0
CUST-000134,Investor,Pakistani,Business Bay,Apartment,775000.0
CUST-004140,End User,Chinese,Dubai Creek Harbour,Apartment,995000.0
CUST-004683,Investor,French,Jumeirah Lake Towers (JLT),Studio,
CUST-004474,Investor,Indian,Downtown Dubai,Studio,990000.0
CUST-003619,Investor,Nigerian,Business Bay,Penthouse,6825000.0
CUST-003495,Investor,Emirati,Arabian Ranches,Apartment,2380000.0
CUST-001848,End User,Indian,Downtown Dubai,Apartment,1240000.0
CUST-001515,End User,Iranian,Business Bay,Apartment,1575000.0
CUST-003592,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Townhouse,2530000.0
CUST-001439,End User,Indian,Mohammed Bin Rashid City (MBR City),Studio,965000.0
CUST-003436,End User,Russian,Downtown Dubai,Penthouse,3065000.0
CUST-000001,Investor,Indian,Palm Jumeirah,Apartment,1840000.0
CUST-003717,End User,Egyptian,Jumeirah Lake Towers (JLT),Townhouse,1915000.0
CUST-004022,End User,Ukrainian,Jumeirah Village Circle (JVC),Townhouse,3920000.0
CUST-003475,End User,American,Al Furjan,Apartment,665000.0
CUST-000601,Investor,South African,Mohammed Bin Rashid City (MBR City),Villa,3865000.0
CUST-000702,End User,Chinese,Dubai South,Studio,2545000.0
CUST-002659,End User,Egyptian,Dubai Marina,Villa,3910000.0
CUST-004005,Investor,Egyptian,Al Furjan,Townhouse,1635000.0
CUST-001683,End User,Emirati,Business Bay,Studio,
CUST-002533,Investor,Russian,Mohammed Bin Rashid City (MBR City),Studio,1070000.0
CUST-001321,Investor,Chinese,Downtown Dubai,Apartment,1075000.0
CUST-001196,End User,British,Dubai Marina,Apartment,970000.0
CUST-004243,End User,British,Downtown Dubai,Penthouse,2850000.0
CUST-003479,Investor,French,Jumeirah Village Circle (JVC),Apartment,1145000.0
CUST-000855,End User,British,Jumeirah Village Circle (JVC),Apartment,1830000.0
CUST-000488,Investor,Canadian,Business Bay,Apartment,1090000.0
CUST-001282,Investor,Emirati,Dubai Hills Estate,Apartment,2305000.0
CUST-001375,Investor,Nigerian,Jumeirah Village Circle (JVC),Apartment,640000.0
CUST-002155,Investor,Pakistani,Palm Jumeirah,Townhouse,2520000.0
CUST-002938,Investor,Emirati,Dubai Marina,Apartment,1280000.0
CUST-003055,Investor,Emirati,Dubai Silicon Oasis,Villa,4600000.0
CUST-003197,End User,Nigerian,Dubai Marina,Townhouse,2515000.0
CUST-002623,Investor,Ukrainian,Dubai Hills Estate,Villa,4830000.0
CUST-002247,Investor,Indian,,Villa,4015000.0
CUST-003508,End User,British,Palm Jumeirah,Studio,1770000.0
CUST-004068,Investor,German,Downtown Dubai,Townhouse,
CUST-001931,Investor,Russian,Dubai South,Apartment,1055000.0
CUST-000414,End User,Indian,Downtown Dubai,Studio,405000.0
CUST-003666,Investor,Lebanese,Jumeirah Lake Towers (JLT),Studio,1335000.0
CUST-003842,Investor,German,Dubai Creek Harbour,Apartment,1995000.0
CUST-003970,End User,Indian,Dubai Marina,Townhouse,2455000.0
CUST-003387,End User,Indian,Dubai South,Studio,1995000.0
CUST-001083,End User,,Dubai Hills Estate,Penthouse,5155000.0
CUST-002747,Investor,Jordanian,Jumeirah Lake Towers (JLT),Apartment,925000.0
CUST-003850,Investor,Emirati,Jumeirah Lake Towers (JLT),Townhouse,1550000.0
CUST-003223,End User,Chinese,Jumeirah Village Circle (JVC),Apartment,
CUST-000037,Investor,Filipino,Dubai Hills Estate,Villa,4705000.0
CUST-003643,Investor,British,Mohammed Bin Rashid City (MBR City),Apartment,1635000.0
CUST-000590,Investor,Emirati,Dubai Marina,Villa,7755000.0
CUST-003637,End User,British,Palm Jumeirah,Apartment,1115000.0
CUST-001815,Investor,Canadian,Downtown Dubai,Townhouse,1855000.0
CUST-002502,Investor,Emirati,Downtown Dubai,Townhouse,1775000.0
CUST-000659,Investor,Saudi,Business Bay,Apartment,1005000.0
CUST-003880,Investor,Pakistani,Dubai Creek Harbour,Apartment,2085000.0
CUST-000021,Investor,French,Mohammed Bin Rashid City (MBR City),Villa,3570000.0
CUST-001236,End User,Saudi,Dubai Creek Harbour,Apartment,475000.0
CUST-004148,Investor,Egyptian,Dubai Hills Estate,Townhouse,400000.0
CUST-002259,Investor,,Dubai Marina,Studio,1095000.0
CUST-001645,Investor,Nigerian,Jumeirah Lake Towers (JLT),Apartment,1760000.0
CUST-000541,Investor,,Dubai Hills Estate,Apartment,
CUST-003706,End User,Filipino,Dubai Hills Estate,Penthouse,5920000.0
CUST-003423,End User,German,Downtown Dubai,Villa,3225000.0
CUST-004748,Investor,British,Dubai Silicon Oasis,Townhouse,2555000.0
CUST-001243,End User,German,Dubai Creek Harbour,Apartment,1335000.0
CUST-002615,End User,Lebanese,Dubai Creek Harbour,Penthouse,6465000.0
CUST-000581,End User,French,Dubai Silicon Oasis,Villa,4370000.0
CUST-001287,End User,Canadian,Palm Jumeirah,Townhouse,1755000.0
CUST-004251,Investor,Emirati,Dubai Marina,Studio,1640000.0
CUST-004826,Investor,Pakistani,Downtown Dubai,Studio,990000.0
CUST-000480,End User,Nigerian,Business Bay,Apartment,1570000.0
CUST-002675,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Townhouse,1205000.0
CUST-004219,Investor,Ukrainian,Dubai Marina,Apartment,1070000.0
CUST-000064,Investor,Pakistani,Damac Hills 2,Apartment,1645000.0
CUST-003597,Investor,French,Dubai Creek Harbour,Studio,885000.0
CUST-001374,Investor,Russian,Dubai Silicon Oasis,Villa,4665000.0
CUST-003162,Investor,British,Mohammed Bin Rashid City (MBR City),Villa,3445000.0
CUST-004978,Investor,Pakistani,Damac Hills 2,Apartment,685000.0
CUST-001122,Investor,Indian,Downtown Dubai,Villa,5970000.0
CUST-000260,End User,Pakistani,Jumeirah Lake Towers (JLT),Townhouse,890000.0
CUST-000706,Investor,Pakistani,Dubai Creek Harbour,Villa,5400000.0
CUST-002764,Investor,Jordanian,,Apartment,1090000.0
CUST-000440,End User,American,Jumeirah Village Circle (JVC),Apartment,1050000.0
CUST-003156,End User,Chinese,Downtown Dubai,Apartment,1890000.0
CUST-001768,Investor,British,Arabian Ranches,Studio,1485000.0
CUST-002784,End User,Lebanese,Dubai Marina,Studio,1130000.0
CUST-000925,Investor,Egyptian,Dubai South,Studio,1035000.0
CUST-004763,Investor,Lebanese,Jumeirah Village Circle (JVC),Apartment,1555000.0
CUST-001484,Investor,French,Downtown Dubai,Apartment,
CUST-003231,Investor,Nigerian,Arabian Ranches,Apartment,865000.0
CUST-001135,Investor,British,Dubai Hills Estate,Penthouse,6220000.0
CUST-001109,Investor,Pakistani,Mohammed Bin Rashid City (MBR City),Studio,2260000.0
CUST-003593,End User,Italian,Dubai Creek Harbour,Villa,815000.0
CUST-004427,End User,Indian,Palm Jumeirah,Apartment,2200000.0
CUST-002757,Investor,Russian,Arabian Ranches,Townhouse,1515000.0
CUST-001543,End User,Pakistani,Jumeirah Lake Towers (JLT),Villa,5900000.0
CUST-000588,Investor,Russian,Downtown Dubai,Apartment,590000.0
CUST-000769,End User,Russian,Damac Hills 2,Apartment,400000.0
CUST-004293,End User,Russian,Dubai Marina,Studio,1390000.0
CUST-001086,Investor,American,Downtown Dubai,Townhouse,2135000.0
CUST-001821,Investor,Chinese,Jumeirah Village Circle (JVC),Villa,6465000.0
CUST-002087,Investor,Saudi,Jumeirah Village Circle (JVC),Apartment,835000.0
CUST-004426,End User,South African,Arabian Ranches,Apartment,1385000.0
CUST-004198,Investor,Indian,Dubai Marina,Villa,4270000.0
CUST-001882,Investor,German,Dubai Silicon Oasis,Apartment,1160000.0
CUST-000638,Investor,Russian,Jumeirah Village Circle (JVC),Apartment,1015000.0
CUST-003066,Investor,Saudi,Jumeirah Lake Towers (JLT),Apartment,1680000.0
CUST-004018,End User,Indian,Dubai Creek Harbour,Townhouse,2575000.0
CUST-004108,Investor,Filipino,Jumeirah Lake Towers (JLT),Townhouse,2560000.0
CUST-003405,Investor,Jordanian,Jumeirah Village Circle (JVC),Apartment,475000.0
CUST-004257,Investor,Indian,Jumeirah Lake Towers (JLT),Studio,1395000.0
CUST-004590,Investor,,Downtown Dubai,Apartment,955000.0
CUST-003388,Investor,Russian,Dubai Hills Estate,Apartment,1330000.0
CUST-000063,Investor,Emirati,Al Furjan,Apartment,1795000.0
CUST-003611,End User,Chinese,Dubai Marina,Studio,540000.0
CUST-002653,Investor,Indian,Dubai Hills Estate,Apartment,2000000.0
CUST-000158,Investor,Ukrainian,Business Bay,Penthouse,4625000.0
CUST-000439,End User,Lebanese,Jumeirah Village Circle (JVC),Penthouse,5015000.0
CUST-003993,End User,German,Dubai South,Apartment,1405000.0
CUST-003778,End User,British,Dubai Marina,Apartment,1860000.0
CUST-002324,End User,Lebanese,Jumeirah Lake Towers (JLT),Apartment,1220000.0
CUST-003784,End User,Emirati,Dubai Marina,Apartment,1905000.0
CUST-002020,End User,Chinese,Palm Jumeirah,Villa,5060000.0
CUST-001728,Investor,British,Damac Hills 2,Penthouse,6545000.0
CUST-004053,Investor,Indian,Dubai Marina,Townhouse,2200000.0
CUST-004796,Investor,Egyptian,Palm Jumeirah,Townhouse,2135000.0
CUST-002002,Investor,Filipino,Dubai Silicon Oasis,Penthouse,4905000.0
CUST-003659,Investor,Egyptian,Damac Hills 2,Studio,400000.0
CUST-002994,End User,Lebanese,Jumeirah Village Circle (JVC),Apartment,1060000.0
CUST-003530,Investor,Russian,Jumeirah Village Circle (JVC),Apartment,2010000.0
CUST-002322,End User,Jordanian,Jumeirah Lake Towers (JLT),Apartment,1400000.0
CUST-000013,Investor,Pakistani,Jumeirah Lake Towers (JLT),Townhouse,2810000.0
CUST-004297,Investor,German,Business Bay,Apartment,1085000.0
CUST-004603,Investor,Emirati,Downtown Dubai,Studio,1665000.0
CUST-000141,Investor,French,Business Bay,Apartment,1380000.0
CUST-002951,Investor,Chinese,Palm Jumeirah,Villa,5480000.0
CUST-001896,Investor,Indian,Downtown Dubai,Townhouse,2595000.0
CUST-004830,Investor,Filipino,Jumeirah Village Circle (JVC),Villa,7985000.0
CUST-003069,End User,Nigerian,Dubai South,Apartment,1400000.0
CUST-003499,Investor,Indian,Dubai Creek Harbour,Apartment,1490000.0
CUST-003769,End User,Russian,Dubai Creek Harbour,Apartment,1020000.0
CUST-001055,Investor,Chinese,Dubai Marina,Studio,2055000.0
CUST-003656,Investor,British,Dubai Marina,Apartment,1175000.0
CUST-001838,End User,Indian,Downtown Dubai,Apartment,1610000.0
CUST-004689,End User,French,Dubai Hills Estate,Penthouse,2475000.0
CUST-004036,End User,Chinese,Jumeirah Village Circle (JVC),Apartment,1655000.0
CUST-003047,Investor,Lebanese,Dubai Hills Estate,Villa,1740000.0
CUST-001181,Investor,Egyptian,Palm Jumeirah,Apartment,1500000.0
CUST-001311,End User,Chinese,Downtown Dubai,Studio,1705000.0
CUST-001936,Investor,Indian,Al Furjan,Penthouse,2980000.0
CUST-004555,Investor,Russian,Dubai Marina,Townhouse,2655000.0
CUST-000110,End User,Pakistani,Dubai Hills Estate,Studio,835000.0
CUST-004793,End User,Emirati,Mohammed Bin Rashid City (MBR City),Apartment,
CUST-004457,Investor,Emirati,Business Bay,Apartment,2100000.0
CUST-004675,Investor,Emirati,Downtown Dubai,Studio,400000.0
CUST-004670,End User,British,Jumeirah Village Circle (JVC),Studio,1175000.0
CUST-000690,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,
CUST-004534,Investor,Saudi,Jumeirah Lake Towers (JLT),Penthouse,5135000.0
CUST-002537,End User,Lebanese,Palm Jumeirah,Townhouse,2860000.0
CUST-002950,End User,Chinese,Mohammed Bin Rashid City (MBR City),Apartment,1795000.0
CUST-004117,End User,Pakistani,Dubai Marina,Apartment,1535000.0
CUST-000653,Investor,Saudi,Business Bay,Villa,5470000.0
CUST-003555,End User,Russian,Damac Hills 2,Studio,
CUST-003883,End User,British,Business Bay,Apartment,1015000.0
CUST-000591,End User,British,Palm Jumeirah,Townhouse,3475000.0
CUST-003315,End User,Saudi,Dubai Hills Estate,Studio,
CUST-003154,Investor,Lebanese,Palm Jumeirah,Apartment,1885000.0
CUST-000896,Investor,French,Jumeirah Village Circle (JVC),Villa,5600000.0
CUST-003257,End User,Chinese,Dubai Hills Estate,Townhouse,1790000.0
CUST-003497,Investor,Chinese,Palm Jumeirah,Apartment,1825000.0
CUST-002721,End User,Saudi,Al Furjan,Studio,1110000.0
CUST-000128,End User,Indian,Business Bay,Apartment,1050000.0
CUST-000118,Investor,Chinese,Downtown Dubai,Villa,5120000.0
CUST-002095,Investor,Russian,Dubai South,Apartment,1920000.0
CUST-001290,End User,Emirati,Downtown Dubai,Studio,2090000.0
CUST-003860,Investor,Indian,Jumeirah Village Circle (JVC),Apartment,1500000.0
CUST-000515,End User,Russian,Al Furjan,Villa,4290000.0
CUST-004847,End User,Pakistani,Jumeirah Village Circle (JVC),Townhouse,2330000.0
CUST-003642,Investor,Egyptian,Mohammed Bin Rashid City (MBR City),Studio,1290000.0
CUST-004371,Investor,Indian,Jumeirah Village Circle (JVC),Apartment,1425000.0
CUST-004542,Investor,American,Dubai Hills Estate,Apartment,2160000.0
CUST-002573,Investor,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1990000.0
CUST-002023,End User,Jordanian,Jumeirah Lake Towers (JLT),Apartment,1125000.0
CUST-000031,Investor,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1515000.0
CUST-004772,End User,Indian,Palm Jumeirah,Apartment,
CUST-002143,End User,Saudi,Dubai Marina,Apartment,1400000.0
CUST-002752,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,695000.0
CUST-001385,Investor,French,Dubai Hills Estate,Apartment,1705000.0
CUST-004573,Investor,,Downtown Dubai,Apartment,1875000.0
CUST-004445,End User,German,Downtown Dubai,Townhouse,2635000.0
CUST-004630,Investor,Lebanese,Dubai Marina,Townhouse,2460000.0
CUST-001766,End User,Emirati,Business Bay,Apartment,1995000.0
CUST-004947,Investor,Chinese,,Apartment,1365000.0
CUST-003144,Investor,Indian,Dubai Marina,Townhouse,2855000.0
CUST-000451,Investor,British,Jumeirah Village Circle (JVC),Studio,1395000.0
CUST-003655,End User,Lebanese,Downtown Dubai,Penthouse,2710000.0
CUST-001345,Investor,Emirati,Business Bay,Townhouse,1675000.0
CUST-004028,Investor,Indian,Dubai Hills Estate,Penthouse,5420000.0
CUST-002677,Investor,British,Business Bay,Studio,1430000.0
CUST-001120,Investor,Chinese,Jumeirah Village Circle (JVC),Apartment,2040000.0
CUST-000325,Investor,Indian,,Apartment,1605000.0
CUST-003224,End User,Emirati,Mohammed Bin Rashid City (MBR City),Villa,3585000.0
CUST-000824,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,2135000.0
CUST-002654,End User,Chinese,Downtown Dubai,Apartment,1185000.0
CUST-000457,Investor,Saudi,Palm Jumeirah,Studio,1510000.0
CUST-000905,End User,German,Business Bay,Villa,2380000.0
CUST-004402,Investor,British,,Apartment,1060000.0
CUST-000290,End User,Saudi,Downtown Dubai,Penthouse,6320000.0
CUST-003355,Investor,,Business Bay,Studio,400000.0
CUST-004305,Investor,South African,Jumeirah Village Circle (JVC),Apartment,1655000.0
CUST-001107,Investor,Saudi,Palm Jumeirah,Villa,6260000.0
CUST-001053,End User,Chinese,Damac Hills 2,Penthouse,4100000.0
CUST-002639,End User,Iranian,Palm Jumeirah,Villa,4105000.0
CUST-002963,Investor,German,Jumeirah Village Circle (JVC),Apartment,1090000.0
CUST-003910,End User,Pakistani,Dubai Marina,Villa,4020000.0
CUST-004999,Investor,Indian,Jumeirah Village Circle (JVC),Apartment,2675000.0
CUST-004025,Investor,Jordanian,Downtown Dubai,Apartment,1175000.0
CUST-001338,End User,Russian,Jumeirah Lake Towers (JLT),Apartment,1905000.0
CUST-004466,Investor,Chinese,Palm Jumeirah,Apartment,1845000.0
CUST-001802,Investor,Indian,Downtown Dubai,Apartment,1600000.0
CUST-000137,End User,Egyptian,Palm Jumeirah,Apartment,1220000.0
CUST-003695,Investor,Indian,Downtown Dubai,Studio,1185000.0
CUST-001716,Investor,Russian,Dubai Creek Harbour,Apartment,
CUST-004432,End User,Italian,Jumeirah Village Circle (JVC),Villa,4905000.0
CUST-001528,Investor,Jordanian,,Apartment,
CUST-000802,End User,Indian,Palm Jumeirah,Apartment,1440000.0
CUST-003262,End User,Pakistani,Business Bay,Apartment,2350000.0
CUST-003448,Investor,Nigerian,Dubai Silicon Oasis,Townhouse,2085000.0
CUST-000853,End User,Lebanese,Arabian Ranches,Villa,4675000.0
CUST-000533,End User,Chinese,Al Furjan,Villa,3055000.0
CUST-002723,Investor,Indian,Dubai Marina,Villa,785000.0
CUST-003548,Investor,Chinese,Business Bay,Apartment,1620000.0
CUST-000192,Investor,Pakistani,Arabian Ranches,Studio,1940000.0
CUST-002454,Investor,Egyptian,Dubai Marina,Apartment,1640000.0
CUST-000992,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,
CUST-004091,Investor,German,Dubai Silicon Oasis,Apartment,400000.0
CUST-004321,Investor,Pakistani,Damac Hills 2,Townhouse,2250000.0
CUST-000604,End User,Chinese,Arabian Ranches,Villa,2000000.0
CUST-000540,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1300000.0
CUST-004066,End User,Russian,Dubai South,Studio,1290000.0
CUST-003261,Investor,Nigerian,Jumeirah Village Circle (JVC),Apartment,1825000.0
CUST-003809,Investor,Lebanese,Jumeirah Lake Towers (JLT),Townhouse,2800000.0
CUST-002655,Investor,French,Mohammed Bin Rashid City (MBR City),Studio,1010000.0
CUST-002731,End User,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1445000.0
CUST-002520,Investor,Lebanese,Business Bay,Apartment,1485000.0
CUST-000035,Investor,Saudi,Dubai Hills Estate,Townhouse,1895000.0
CUST-002288,End User,Jordanian,Dubai Silicon Oasis,Apartment,1030000.0
CUST-004161,End User,Indian,,Penthouse,6855000.0
CUST-003612,End User,Egyptian,Downtown Dubai,Apartment,840000.0
CUST-000744,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,1730000.0
CUST-002808,Investor,Indian,Business Bay,Apartment,1680000.0
CUST-003644,Investor,Indian,Arabian Ranches,Villa,
CUST-002610,Investor,French,Arabian Ranches,Apartment,1800000.0
CUST-000904,Investor,Pakistani,Downtown Dubai,Villa,3250000.0
CUST-000263,End User,Canadian,Arabian Ranches,Studio,1755000.0
CUST-004239,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,400000.0
CUST-002870,End User,Russian,Mohammed Bin Rashid City (MBR City),Apartment,1240000.0
CUST-001077,Investor,British,Damac Hills 2,Apartment,2100000.0
CUST-001894,Investor,German,Downtown Dubai,Apartment,1990000.0
CUST-003086,Investor,Russian,Business Bay,Studio,730000.0
CUST-004564,Investor,Saudi,Dubai Creek Harbour,Apartment,1140000.0
CUST-004901,Investor,Indian,Palm Jumeirah,Villa,3245000.0
CUST-001783,Investor,Pakistani,Dubai Marina,Apartment,815000.0
CUST-004848,End User,Pakistani,Damac Hills 2,Villa,400000.0
CUST-004478,End User,Russian,Business Bay,Penthouse,5920000.0
CUST-004290,Investor,French,Business Bay,Townhouse,1385000.0
CUST-004329,Investor,Jordanian,Dubai South,Apartment,885000.0
CUST-001507,End User,Emirati,Downtown Dubai,Penthouse,3715000.0
CUST-000122,End User,Indian,,Apartment,1310000.0
CUST-000790,Investor,Russian,Business Bay,Townhouse,2345000.0
CUST-000182,End User,Pakistani,Damac Hills 2,Villa,3140000.0
CUST-003129,Investor,British,Business Bay,Apartment,
CUST-001465,Investor,Indian,Al Furjan,Villa,4125000.0
CUST-002029,Investor,Russian,Mohammed Bin Rashid City (MBR City),Apartment,1210000.0
CUST-003354,Investor,British,Damac Hills 2,Villa,1465000.0
CUST-002392,End User,Chinese,Downtown Dubai,Townhouse,2875000.0
CUST-001032,Investor,Egyptian,Downtown Dubai,Apartment,2400000.0
CUST-000112,End User,Nigerian,Dubai Hills Estate,Apartment,
CUST-000998,Investor,Canadian,,Studio,1340000.0
CUST-004264,End User,Russian,Downtown Dubai,Apartment,1375000.0
CUST-002300,End User,French,Jumeirah Lake Towers (JLT),Villa,6205000.0
CUST-001684,Investor,Chinese,Mohammed Bin Rashid City (MBR City),Villa,5245000.0
CUST-000730,End User,Emirati,Dubai Hills Estate,Apartment,1520000.0
CUST-004186,End User,Indian,Business Bay,Studio,2515000.0
CUST-003457,Investor,Pakistani,Downtown Dubai,Villa,4985000.0
CUST-003594,Investor,Indian,Arabian Ranches,Apartment,1555000.0
CUST-001933,End User,Russian,,Apartment,400000.0
CUST-002195,Investor,Pakistani,Al Furjan,Apartment,1815000.0
CUST-003847,Investor,Canadian,Dubai Creek Harbour,Studio,1510000.0
CUST-000199,End User,French,Downtown Dubai,Apartment,1130000.0
CUST-003705,Investor,Emirati,Palm Jumeirah,Apartment,800000.0
CUST-003112,End User,Indian,Downtown Dubai,Villa,4320000.0
CUST-000548,Investor,British,Jumeirah Lake Towers (JLT),Villa,7645000.0
CUST-000102,End User,British,Jumeirah Village Circle (JVC),Penthouse,3185000.0
CUST-002014,Investor,Pakistani,Jumeirah Village Circle (JVC),Villa,2895000.0
CUST-001679,End User,British,Dubai South,Apartment,1525000.0
CUST-000565,End User,Indian,Jumeirah Lake Towers (JLT),Villa,6400000.0
CUST-001691,Investor,British,Dubai Hills Estate,Townhouse,2060000.0
CUST-000695,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1325000.0
CUST-001500,End User,Chinese,Palm Jumeirah,Studio,
CUST-004221,End User,Egyptian,Dubai Hills Estate,Apartment,1555000.0
CUST-001687,End User,British,Downtown Dubai,Penthouse,3275000.0
CUST-001860,Investor,Egyptian,Mohammed Bin Rashid City (MBR City),Apartment,1395000.0
CUST-001114,End User,British,Damac Hills 2,Studio,1500000.0
CUST-000749,End User,Emirati,Jumeirah Lake Towers (JLT),Apartment,1300000.0
CUST-003917,End User,Emirati,Mohammed Bin Rashid City (MBR City),Studio,1795000.0
CUST-002254,End User,Egyptian,Dubai South,Villa,5185000.0
CUST-002281,End User,British,Jumeirah Lake Towers (JLT),Apartment,1195000.0
CUST-001609,Investor,Egyptian,Jumeirah Lake Towers (JLT),Apartment,1500000.0
CUST-004661,Investor,Indian,Dubai Hills Estate,Townhouse,2490000.0
CUST-000705,Investor,Indian,Al Furjan,Townhouse,2520000.0
CUST-000669,End User,Egyptian,Dubai Hills Estate,Apartment,1360000.0
CUST-001333,Investor,Egyptian,Dubai Creek Harbour,Apartment,2565000.0
CUST-002041,Investor,Emirati,Downtown Dubai,Studio,
CUST-000380,Investor,Ukrainian,Dubai South,Studio,900000.0
CUST-001354,End User,British,Jumeirah Lake Towers (JLT),Studio,1605000.0
CUST-003764,End User,Jordanian,Dubai Hills Estate,Apartment,1380000.0
CUST-001117,Investor,Saudi,Dubai Marina,Apartment,1365000.0
CUST-001400,End User,Filipino,Palm Jumeirah,Townhouse,1625000.0
CUST-001721,Investor,German,Dubai Silicon Oasis,Studio,925000.0
CUST-003702,Investor,British,Damac Hills 2,Villa,6955000.0
CUST-003295,End User,Egyptian,Business Bay,Apartment,1230000.0
CUST-002035,Investor,Indian,Palm Jumeirah,Apartment,1200000.0
CUST-000950,End User,British,Downtown Dubai,Villa,5515000.0
CUST-001701,Investor,Pakistani,Jumeirah Village Circle (JVC),Studio,1185000.0
CUST-001885,End User,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1415000.0
CUST-000456,Investor,Indian,Palm Jumeirah,Penthouse,1730000.0
CUST-001672,End User,French,Dubai Marina,Apartment,2115000.0
CUST-001731,Investor,Jordanian,Arabian Ranches,Apartment,1535000.0
CUST-001697,End User,Pakistani,Jumeirah Lake Towers (JLT),Villa,3460000.0
CUST-003139,Investor,Chinese,Dubai Marina,Townhouse,2560000.0
CUST-000728,Investor,Indian,Damac Hills 2,Townhouse,3000000.0
CUST-001443,Investor,Pakistani,Dubai Marina,Townhouse,3330000.0
CUST-003409,Investor,Indian,Al Furjan,Penthouse,6160000.0
CUST-002528,Investor,Chinese,Jumeirah Lake Towers (JLT),Apartment,1080000.0
CUST-000928,End User,Pakistani,Jumeirah Village Circle (JVC),Penthouse,400000.0
CUST-000823,End User,,Dubai Silicon Oasis,Apartment,1090000.0
CUST-004216,End User,British,Dubai Marina,Studio,1140000.0
CUST-003862,Investor,Russian,Business Bay,Villa,1290000.0
CUST-002202,End User,Filipino,Downtown Dubai,Studio,1840000.0
CUST-000197,End User,Chinese,,Villa,5850000.0
CUST-004383,Investor,American,Mohammed Bin Rashid City (MBR City),Villa,3805000.0
CUST-002719,End User,British,Arabian Ranches,Villa,
CUST-003085,End User,British,Damac Hills 2,Apartment,970000.0
CUST-002924,End User,Nigerian,Mohammed Bin Rashid City (MBR City),Studio,2000000.0
CUST-002390,Investor,American,Dubai Hills Estate,Apartment,840000.0
CUST-002387,Investor,British,Dubai Hills Estate,Apartment,1155000.0
CUST-004164,Investor,Canadian,Dubai Hills Estate,Apartment,1510000.0
CUST-002114,End User,Nigerian,Jumeirah Lake Towers (JLT),Apartment,1135000.0
CUST-004276,Investor,South African,Arabian Ranches,Apartment,830000.0
CUST-000025,End User,Indian,Dubai Marina,Penthouse,3390000.0
CUST-000717,Investor,Pakistani,Dubai Marina,Apartment,1020000.0
CUST-001663,Investor,Filipino,Business Bay,Studio,2510000.0
CUST-002027,Investor,Russian,Damac Hills 2,Villa,3295000.0
CUST-001365,End User,British,Arabian Ranches,Apartment,1690000.0
