Lead_ID,Lead_Date,Marketing_Channel,Campaign_Name,Marketing_Cost_AED,Customer_ID,Property_ID,Agent_ID,Lead_Status,Qualification_Date,Site_Visit_Date,Negotiation_Date,Booking_Date,Lost_Reason
LEAD-001494,2025-11-23,Google Ads,GAds_Retargeting_OffPlan,95.07,CUST-001494,PROP-00448,AGT-0031,Lost,,,,,Chose competitor project
LEAD-004275,2024-04-29,Bayut,Bayut_Featured_Listing,177.79,CUST-004275,PROP-00535,AGT-0004,Lost,,,,,Visa / relocation fell through
LEAD-004932,2025-04-30,Instagram,IG_Carousel_PaymentPlan,157.17,CUST-004932,PROP-00428,AGT-0039,Sold,2025-05-13,2025-05-17,2025-05-24,2025-06-09,
LEAD-003899,2024-06-05,Referral,Referral_AgentNetwork,1.62,CUST-003899,PROP-00551,AGT-0029,Lost,,,,,Unit sold out before decision
LEAD-001791,2024-08-07,Google Ads,GAds_Retargeting_OffPlan,280.39,CUST-001791,PROP-00569,AGT-0016,Sold,2024-08-21,2024-09-04,2024-09-07,2024-09-10,
LEAD-000357,2025-07-06,Instagram,IG_Story_LuxuryLiving,80.52,CUST-000357,PROP-00571,,Lost,2025-07-16,2025-07-22,,,Visa / relocation fell through
LEAD-000696,2025-06-12,Website,Website_Landing_NewLaunch,71.93,CUST-000696,PROP-00212,AGT-0027,Lost,,,,,Financing / mortgage rejected
LEAD-000639,2025-06-10,LinkedIn,LinkedIn_EventPromo,331.98,CUST-000639,PROP-00003,AGT-0045,Lost,,,,,Not responsive / went cold
LEAD-002290,2026-01-19,Referral,Referral_ExistingClient,29.71,CUST-002290,PROP-00036,AGT-0028,Lost,,,,,Not responsive / went cold
LEAD-001724,2025-12-13,Referral,Referral_ExistingClient,21.04,CUST-001724,PROP-00048,AGT-0037,Lost,2025-12-17,,,,Budget mismatch
LEAD-003341,2025-05-11,Google Ads,GAds_Search_Apartments_Dubai,349.71,CUST-003341,PROP-00201,AGT-0045,Sold,2025-05-18,2025-05-21,2025-06-02,2025-06-13,
LEAD-002334,2025-11-06,Referral,Referral_ExistingClient,40.59,CUST-002334,PROP-00043,AGT-0031,Sold,2025-11-16,2025-11-25,2025-11-28,2025-12-16,
LEAD-000652,2026-04-05,Referral,Referral_AgentNetwork,7.53,CUST-000652,PROP-00488,AGT-0043,Sold,2026-04-17,2026-04-23,2026-05-05,2026-05-10,
LEAD-003700,2025-05-27,Website,Website_Landing_NewLaunch,55.57,CUST-003700,PROP-00243,AGT-0040,Lost,2025-06-09,2025-06-17,,,Financing / mortgage rejected
LEAD-004507,2025-02-13,Instagram,IG_Reels_OffPlan_Q1,150.37,CUST-004507,PROP-00471,AGT-0011,Sold,2025-02-23,2025-02-27,2025-03-10,2025-03-21,
LEAD-002380,2024-08-11,Instagram,IG_Carousel_PaymentPlan,112.72,CUST-002380,PROP-00109,AGT-0006,Lost,,,,,Budget mismatch
LEAD-001164,2026-03-25,Website,Website_Newsletter_Signup,20.73,CUST-001164,PROP-00327,AGT-0022,Sold,2026-04-01,2026-04-12,2026-04-24,2026-05-10,
LEAD-002704,2025-03-10,Google Ads,GAds_Search_Apartments_Dubai,139.92,CUST-002704,PROP-00135,AGT-0015,Lost,,,,,Not responsive / went cold
LEAD-001628,2024-07-10,Bayut,Bayut_Featured_Listing,105.6,CUST-001628,PROP-00062,AGT-0041,Lost,,,,,Budget mismatch
LEAD-001733,2025-05-25,Bayut,Bayut_Premium_Placement,339.44,CUST-001733,PROP-00329,AGT-0002,Sold,2025-06-06,2025-06-11,2025-06-14,2025-06-19,
LEAD-003062,2025-06-08,LinkedIn,LinkedIn_Sponsored_InvestorContent,304.87,CUST-003062,PROP-00227,AGT-0011,Lost,,,,,Budget mismatch
LEAD-003996,2024-06-12,LinkedIn,LinkedIn_InMail_HNWI,391.51,CUST-003996,PROP-00116,AGT-0005,Lost,2024-06-18,,,,Chose competitor project
LEAD-001058,2024-03-26,LinkedIn,LinkedIn_Sponsored_InvestorContent,377.49,CUST-001058,PROP-00570,AGT-0039,Lost,,,,,Budget mismatch
LEAD-004023,2024-11-10,Referral,Referral_ExistingClient,2.32,CUST-004023,PROP-00550,AGT-0031,Lost,,,,,Not responsive / went cold
LEAD-003127,2026-01-24,Website,Website_Newsletter_Signup,11.27,CUST-003127,PROP-00033,AGT-0026,Sold,2026-02-03,2026-02-07,2026-02-15,2026-02-20,
LEAD-003953,2026-04-02,Instagram,IG_Influencer_Push,75.19,CUST-003953,PROP-00392,AGT-0037,Lost,2026-04-17,2026-04-22,2026-04-25,2026-04-27,Visa / relocation fell through
LEAD-003263,2025-12-25,Website,Website_Landing_NewLaunch,80.12,CUST-003263,PROP-00365,AGT-0018,Lost,2026-01-04,2026-01-10,2026-01-20,,Not responsive / went cold
LEAD-003228,2026-02-26,Instagram,IG_Carousel_PaymentPlan,47.01,CUST-003228,PROP-00419,AGT-0015,Lost,,,,,Financing / mortgage rejected
LEAD-000007,2025-11-09,Bayut,Bayut_Featured_Listing,281.81,CUST-000007,PROP-00281,AGT-0013,Sold,2025-11-21,2025-11-26,2025-11-29,2025-12-11,
LEAD-004866,2025-08-17,LinkedIn,LinkedIn_EventPromo,391.7,CUST-004866,PROP-00268,AGT-0014,Lost,,,,,Not responsive / went cold
LEAD-003925,2026-01-12,Bayut,Bayut_HotDeal_Banner,414.18,CUST-003925,PROP-00039,,Lost,,,,,Postponed decision
LEAD-002601,2024-08-13,Google Ads,GAds_Search_Apartments_Dubai,216.96,CUST-002601,PROP-00515,AGT-0020,Sold,2024-08-28,2024-09-09,2024-09-20,2024-10-04,
LEAD-004975,2026-03-31,Website,Website_Newsletter_Signup,77.17,CUST-004975,PROP-00276,AGT-0022,Lost,,,,,Financing / mortgage rejected
LEAD-004595,2025-12-08,Instagram,IG_Reels_OffPlan_Q1,141.29,CUST-004595,PROP-00166,AGT-0005,Lost,,,,,Not responsive / went cold
LEAD-004872,2025-10-18,Instagram,IG_Story_LuxuryLiving,48.21,CUST-004872,PROP-00518,AGT-0038,Sold,2025-11-01,2025-11-04,2025-11-14,2025-11-19,
LEAD-002576,2026-05-03,Bayut,Bayut_HotDeal_Banner,273.42,CUST-002576,PROP-00008,AGT-0009,Sold,2026-05-12,2026-05-26,2026-05-30,2026-06-19,
LEAD-003053,2024-12-15,Instagram,IG_Carousel_PaymentPlan,56.82,CUST-003053,PROP-00484,AGT-0033,Lost,2024-12-26,,,,Visa / relocation fell through
LEAD-002169,2024-12-08,Bayut,Bayut_HotDeal_Banner,155.17,CUST-002169,PROP-00440,AGT-0035,Lost,,,,,Found cheaper unit elsewhere
LEAD-002600,2026-01-23,Instagram,IG_Influencer_Push,30.16,CUST-002600,PROP-00586,AGT-0021,Lost,2026-02-01,2026-02-14,,,Found cheaper unit elsewhere
LEAD-003034,2024-01-28,Referral,Referral_ExistingClient,19.69,CUST-003034,PROP-00114,AGT-0026,Lost,,,,,Budget mismatch
LEAD-002790,2024-06-18,Google Ads,GAds_Search_Apartments_Dubai,279.11,CUST-002790,PROP-00476,AGT-0011,Lost,,,,,Chose competitor project
LEAD-000801,2024-11-17,Instagram,IG_Story_LuxuryLiving,157.9,CUST-000801,PROP-00077,AGT-0038,Lost,,,,,Financing / mortgage rejected
LEAD-002266,2025-03-21,Bayut,Bayut_HotDeal_Banner,345.57,CUST-002266,PROP-00510,AGT-0007,Lost,,,,,Financing / mortgage rejected
LEAD-004747,2024-06-08,Google Ads,GAds_Search_Apartments_Dubai,340.93,CUST-004747,PROP-00282,AGT-0028,Lost,2024-06-16,2024-06-29,,,Found cheaper unit elsewhere
LEAD-000518,2024-10-27,Instagram,IG_Reels_OffPlan_Q1,32.01,CUST-000518,PROP-00573,AGT-0034,Lost,2024-11-03,,,,Not responsive / went cold
LEAD-003840,2024-03-24,Instagram,IG_Carousel_PaymentPlan,146.98,CUST-003840,PROP-00455,AGT-0038,Lost,,,,,Budget mismatch
LEAD-001722,2024-08-10,Instagram,IG_Reels_OffPlan_Q1,60.44,CUST-001722,PROP-00548,AGT-0015,Sold,2024-08-20,2024-09-01,2024-09-05,2024-09-17,
LEAD-004997,2025-09-09,Instagram,IG_Story_LuxuryLiving,34.52,CUST-004997,PROP-00101,AGT-0030,Lost,,,,,Visa / relocation fell through
LEAD-004805,2025-01-26,Google Ads,GAds_Search_Apartments_Dubai,209.14,CUST-004805,PROP-00098,AGT-0004,Lost,,,,,Found cheaper unit elsewhere
LEAD-000052,2026-01-26,Google Ads,GAds_Search_VillasForSale,178.98,CUST-000052,PROP-00433,AGT-0019,Lost,2026-01-31,,,,Financing / mortgage rejected
LEAD-003363,2024-04-20,Bayut,Bayut_HotDeal_Banner,289.8,CUST-003363,PROP-00426,AGT-0035,Lost,,,,,Chose competitor project
LEAD-002859,2024-09-13,Bayut,Bayut_HotDeal_Banner,139.84,CUST-002859,PROP-00220,AGT-0020,Sold,2024-09-26,2024-10-08,2024-10-12,2024-10-24,
LEAD-001229,2024-10-10,Google Ads,GAds_Display_InvestorDeals,166.92,CUST-001229,PROP-00141,AGT-0036,Lost,2024-10-21,,,,Unit sold out before decision
LEAD-000512,2026-04-22,Instagram,IG_Reels_OffPlan_Q1,53.58,CUST-000512,PROP-00369,AGT-0031,Lost,,,,,Postponed decision
LEAD-000962,2024-05-16,LinkedIn,LinkedIn_InMail_HNWI,280.73,CUST-000962,PROP-00231,AGT-0036,Lost,2024-05-22,,,,Chose competitor project
LEAD-004817,2024-06-12,LinkedIn,LinkedIn_Sponsored_InvestorContent,172.0,CUST-004817,PROP-00183,AGT-0009,Lost,,,,,Unit sold out before decision
LEAD-003773,2024-07-16,Bayut,Bayut_Premium_Placement,101.13,CUST-003773,PROP-00364,AGT-0033,Lost,2024-07-26,,,,Chose competitor project
LEAD-002437,2025-05-13,LinkedIn,LinkedIn_Sponsored_InvestorContent,240.68,CUST-002437,PROP-00539,AGT-0027,Lost,,,,,Chose competitor project
LEAD-001917,2024-06-28,Google Ads,GAds_Retargeting_OffPlan,267.32,CUST-001917,PROP-00362,AGT-0007,Lost,2024-07-08,,,,Budget mismatch
LEAD-000213,2024-04-28,Referral,Referral_PartnerBroker,37.9,CUST-000213,PROP-00590,AGT-0012,Lost,2024-05-02,2024-05-08,,,Financing / mortgage rejected
LEAD-001876,2024-11-09,Instagram,IG_Carousel_PaymentPlan,147.84,CUST-001876,PROP-00438,AGT-0013,Lost,,,,,Budget mismatch
LEAD-001210,2025-11-17,Bayut,Bayut_HotDeal_Banner,211.63,CUST-001210,PROP-00118,AGT-0035,Lost,,,,,Not responsive / went cold
LEAD-000116,2024-04-07,LinkedIn,LinkedIn_EventPromo,487.5,CUST-000116,PROP-00103,AGT-0016,Lost,,,,,Unit sold out before decision
LEAD-003061,2024-08-24,LinkedIn,LinkedIn_Sponsored_InvestorContent,467.18,CUST-003061,PROP-00459,AGT-0012,Lost,,,,,Found cheaper unit elsewhere
LEAD-002100,2025-02-20,Bayut,Bayut_HotDeal_Banner,328.69,CUST-002100,PROP-00586,AGT-0018,Sold,2025-03-01,2025-03-06,2025-03-09,2025-03-24,
LEAD-003026,2025-11-08,Google Ads,GAds_Search_Apartments_Dubai,339.25,CUST-003026,PROP-00416,AGT-0039,Sold,2025-11-17,2025-11-30,2025-12-04,2025-12-15,
LEAD-004263,2025-07-17,Website,Website_Organic_Blog,17.31,CUST-004263,PROP-00114,AGT-0044,Lost,2025-07-21,,,,Financing / mortgage rejected
LEAD-001128,2025-01-05,Google Ads,GAds_Retargeting_OffPlan,319.69,CUST-001128,PROP-00148,AGT-0038,Sold,2025-01-14,2025-01-23,2025-01-27,2025-02-08,
LEAD-004152,2025-06-07,Referral,Referral_ExistingClient,31.05,CUST-004152,PROP-00086,AGT-0027,Lost,2025-06-11,2025-06-24,,,Budget mismatch
LEAD-002887,2025-01-02,Google Ads,GAds_Search_VillasForSale,134.49,CUST-002887,PROP-00504,AGT-0042,Sold,2025-01-09,2025-01-12,2025-01-17,2025-02-05,
LEAD-000492,2025-04-14,Instagram,IG_Story_LuxuryLiving,91.71,CUST-000492,PROP-00535,AGT-0037,Lost,,,,,Budget mismatch
LEAD-004212,2025-06-22,Referral,Referral_PartnerBroker,39.91,CUST-004212,PROP-00289,AGT-0031,Sold,2025-06-29,2025-07-04,2025-07-09,2025-07-21,
LEAD-000378,2025-06-10,Instagram,IG_Reels_OffPlan_Q1,62.03,CUST-000378,PROP-00056,AGT-0012,Lost,2025-06-16,,,,Budget mismatch
LEAD-002205,2024-11-20,Referral,Referral_ExistingClient,49.42,CUST-002205,PROP-00242,AGT-0029,Lost,,,,,Found cheaper unit elsewhere
LEAD-000232,2025-09-07,Instagram,IG_Story_LuxuryLiving,174.4,CUST-000232,PROP-00265,AGT-0014,Sold,2025-09-16,2025-09-30,2025-10-12,2025-10-28,
LEAD-001758,2025-06-25,Bayut,Bayut_Premium_Placement,258.8,CUST-001758,PROP-00334,AGT-0038,Lost,,,,,Chose competitor project
LEAD-003990,2026-02-23,Instagram,IG_Reels_OffPlan_Q1,154.89,CUST-003990,PROP-00208,AGT-0008,Lost,,,,,Unit sold out before decision
LEAD-004918,2026-01-17,Referral,Referral_AgentNetwork,36.88,CUST-004918,PROP-00086,AGT-0003,Sold,2026-01-25,2026-01-30,2026-02-02,2026-02-17,
LEAD-000423,2024-05-08,Bayut,Bayut_Premium_Placement,284.79,CUST-000423,PROP-00271,AGT-0043,Lost,,,,,Visa / relocation fell through
LEAD-004347,2026-05-18,Bayut,Bayut_HotDeal_Banner,381.34,CUST-004347,PROP-00269,AGT-0035,Lost,,,,,Financing / mortgage rejected
LEAD-004697,2026-03-26,Instagram,IG_Influencer_Push,105.96,CUST-004697,PROP-00374,AGT-0034,Sold,2026-04-07,2026-04-15,2026-04-22,2026-05-05,
LEAD-002624,2025-07-31,Instagram,IG_Story_LuxuryLiving,115.67,CUST-002624,PROP-00416,AGT-0028,Sold,2025-08-13,2025-08-16,2025-08-21,2025-09-04,
LEAD-003988,2025-03-03,Instagram,IG_Carousel_PaymentPlan,142.84,CUST-003988,PROP-00514,AGT-0003,Lost,,,,,Found cheaper unit elsewhere
LEAD-001850,2024-01-31,Website,Website_Organic_Blog,74.24,CUST-001850,PROP-00114,AGT-0024,Lost,,,,,Postponed decision
LEAD-001700,2025-03-20,Website,Website_Landing_NewLaunch,32.96,CUST-001700,PROP-00258,AGT-0022,Sold,2025-03-29,2025-04-02,2025-04-04,2025-04-13,
LEAD-003507,2024-05-18,Google Ads,GAds_Retargeting_OffPlan,169.84,CUST-003507,PROP-00353,AGT-0033,Lost,,,,,Not responsive / went cold
LEAD-002517,2025-09-19,Instagram,IG_Reels_OffPlan_Q1,49.34,CUST-002517,PROP-00249,AGT-0008,Lost,,,,,Financing / mortgage rejected
LEAD-002865,2024-10-14,Referral,Referral_PartnerBroker,17.18,CUST-002865,PROP-00442,AGT-0034,Lost,2024-10-24,,,,Chose competitor project
LEAD-004034,2025-09-30,Google Ads,GAds_Display_InvestorDeals,73.6,CUST-004034,PROP-00013,AGT-0003,Lost,2025-10-15,2025-10-24,2025-11-02,,Financing / mortgage rejected
LEAD-002411,2025-11-25,Website,Website_Newsletter_Signup,61.36,CUST-002411,PROP-00283,AGT-0008,Lost,,,,,Postponed decision
LEAD-004266,2024-07-22,Google Ads,GAds_Search_Apartments_Dubai,89.45,CUST-004266,PROP-00424,AGT-0028,Lost,,,,,Postponed decision
LEAD-003498,2024-05-01,Bayut,Bayut_HotDeal_Banner,366.18,CUST-003498,PROP-00245,AGT-0013,Lost,,,,,Not responsive / went cold
LEAD-000187,2025-05-05,Instagram,IG_Carousel_PaymentPlan,71.09,CUST-000187,PROP-00010,AGT-0005,Lost,,,,,Chose competitor project
LEAD-001772,2024-02-20,Website,Website_Organic_Blog,78.59,CUST-001772,PROP-00171,AGT-0018,Lost,2024-03-02,2024-03-13,,,Not responsive / went cold
LEAD-001013,2024-11-14,Google Ads,GAds_Retargeting_OffPlan,72.61,CUST-001013,PROP-00049,AGT-0014,Lost,,,,,Unit sold out before decision
LEAD-002557,2024-10-01,Instagram,IG_Reels_OffPlan_Q1,83.43,CUST-002557,PROP-00183,AGT-0020,Lost,2024-10-12,,,,Budget mismatch
LEAD-004250,2024-10-21,Referral,Referral_ExistingClient,12.85,CUST-004250,PROP-00421,AGT-0032,Lost,2024-10-28,,,,Visa / relocation fell through
LEAD-000636,2025-08-20,Instagram,IG_Story_LuxuryLiving,128.87,CUST-000636,PROP-00353,AGT-0013,Lost,2025-08-28,,,,Found cheaper unit elsewhere
LEAD-003002,2024-11-24,Referral,Referral_PartnerBroker,21.73,CUST-003002,PROP-00223,AGT-0019,Sold,2024-12-07,2024-12-15,2024-12-24,2025-01-01,
LEAD-003909,2024-03-27,Website,Website_Landing_NewLaunch,26.2,CUST-003909,PROP-00087,AGT-0013,Lost,2024-04-08,2024-04-18,,,Found cheaper unit elsewhere
LEAD-001079,2025-11-07,Bayut,Bayut_Featured_Listing,192.59,CUST-001079,PROP-00176,AGT-0043,Lost,,,,,Found cheaper unit elsewhere
LEAD-000743,2026-04-07,Bayut,Bayut_HotDeal_Banner,322.73,CUST-000743,PROP-00422,,Sold,2026-04-16,2026-04-29,2026-05-03,2026-05-15,
LEAD-000722,2025-07-26,LinkedIn,LinkedIn_Sponsored_InvestorContent,342.06,CUST-000722,PROP-00420,AGT-0002,Lost,2025-08-08,2025-08-15,,,Not responsive / went cold
LEAD-002135,2025-04-30,Website,Website_Landing_NewLaunch,80.01,CUST-002135,PROP-00371,AGT-0035,Lost,,,,,Chose competitor project
LEAD-000933,2024-01-15,Google Ads,GAds_Search_Apartments_Dubai,97.23,CUST-000933,PROP-00020,AGT-0004,Sold,2024-01-20,2024-02-03,2024-02-15,2024-02-27,
LEAD-000256,2024-12-25,Instagram,IG_Influencer_Push,157.16,CUST-000256,PROP-00305,AGT-0037,Lost,,,,,Unit sold out before decision
LEAD-000316,2025-07-02,Instagram,IG_Carousel_PaymentPlan,86.31,CUST-000316,PROP-00297,AGT-0021,Lost,2025-07-11,,,,Budget mismatch
LEAD-001168,2024-12-30,Website,Website_Organic_Blog,20.49,CUST-001168,PROP-00439,AGT-0042,Lost,2025-01-08,2025-01-14,2025-01-20,2025-01-25,Financing / mortgage rejected
LEAD-003622,2025-11-04,Bayut,Bayut_Premium_Placement,339.56,CUST-003622,PROP-00534,AGT-0018,Lost,2025-11-07,,,,Chose competitor project
LEAD-002016,2026-04-28,Website,Website_Landing_NewLaunch,46.99,CUST-002016,PROP-00385,AGT-0007,Booking,2026-05-10,2026-05-22,2026-05-29,2026-06-10,
LEAD-003329,2026-03-15,Referral,Referral_AgentNetwork,20.71,CUST-003329,PROP-00403,AGT-0027,Lost,,,,,Found cheaper unit elsewhere
LEAD-000808,2024-12-19,Google Ads,GAds_Search_VillasForSale,251.63,CUST-000808,PROP-00511,,Sold,2024-12-31,2025-01-10,2025-01-15,2025-01-19,
LEAD-001033,2024-01-02,Bayut,Bayut_Premium_Placement,162.64,CUST-001033,PROP-00406,AGT-0025,Lost,,,,,Found cheaper unit elsewhere
LEAD-004897,2024-01-17,Referral,Referral_ExistingClient,30.94,CUST-004897,PROP-00307,AGT-0015,Lost,2024-01-24,,,,Financing / mortgage rejected
LEAD-002890,2025-12-13,Google Ads,GAds_Search_VillasForSale,88.49,CUST-002890,PROP-00219,AGT-0018,Lost,,,,,Chose competitor project
LEAD-004430,2024-04-12,Website,Website_Newsletter_Signup,42.21,CUST-004430,PROP-00358,AGT-0013,Sold,2024-04-23,2024-04-28,2024-04-30,2024-05-17,
LEAD-000361,2026-02-22,Website,Website_Landing_NewLaunch,85.3,CUST-000361,PROP-00287,AGT-0021,Lost,,,,,Found cheaper unit elsewhere
LEAD-004226,2026-04-17,Referral,Referral_ExistingClient,17.02,CUST-004226,PROP-00236,AGT-0013,Lost,,,,,Found cheaper unit elsewhere
LEAD-001775,2025-06-09,Bayut,Bayut_HotDeal_Banner,269.34,CUST-001775,PROP-00459,AGT-0017,Lost,,,,,Financing / mortgage rejected
LEAD-000585,2025-10-22,Bayut,Bayut_HotDeal_Banner,135.12,CUST-000585,PROP-00369,AGT-0019,Sold,2025-10-29,2025-11-09,2025-11-11,2025-11-14,
LEAD-001611,2025-07-25,Website,Website_Landing_NewLaunch,14.38,CUST-001611,PROP-00416,AGT-0002,Lost,,,,,Found cheaper unit elsewhere
LEAD-001855,2025-10-03,Bayut,Bayut_HotDeal_Banner,131.03,CUST-001855,PROP-00276,AGT-0010,Lost,2025-10-13,2025-10-18,2025-10-20,,Unit sold out before decision
LEAD-001992,2026-01-12,Bayut,Bayut_HotDeal_Banner,160.3,CUST-001992,PROP-00156,AGT-0024,Lost,2026-01-26,,,,Not responsive / went cold
LEAD-000180,2026-04-07,Bayut,Bayut_Premium_Placement,432.43,CUST-000180,PROP-00250,AGT-0006,Lost,,,,,Found cheaper unit elsewhere
LEAD-004345,2026-01-09,LinkedIn,LinkedIn_InMail_HNWI,109.62,CUST-004345,PROP-00075,AGT-0004,Lost,,,,,Financing / mortgage rejected
LEAD-000379,2024-10-11,Referral,Referral_ExistingClient,20.66,CUST-000379,PROP-00168,AGT-0014,Sold,2024-10-24,2024-10-31,2024-11-02,2024-11-12,
LEAD-000668,2025-05-08,Google Ads,GAds_Display_InvestorDeals,147.71,CUST-000668,PROP-00205,AGT-0018,Sold,2025-05-18,2025-05-25,2025-06-01,2025-06-17,
LEAD-001678,2026-05-08,Bayut,Bayut_HotDeal_Banner,322.86,CUST-001678,PROP-00461,AGT-0035,Lost,,,,,Found cheaper unit elsewhere
LEAD-004773,2025-02-18,Google Ads,GAds_Search_Apartments_Dubai,179.88,CUST-004773,PROP-00388,AGT-0001,Lost,,,,,Found cheaper unit elsewhere
LEAD-004680,2026-05-25,LinkedIn,LinkedIn_InMail_HNWI,309.06,CUST-004680,PROP-00315,AGT-0037,Site Visit,2026-06-05,2026-06-19,,,
LEAD-001087,2024-11-30,Google Ads,GAds_Retargeting_OffPlan,216.69,CUST-001087,PROP-00582,AGT-0031,Sold,2024-12-09,2024-12-18,2024-12-25,2024-12-28,
LEAD-000861,2024-10-15,Instagram,IG_Story_LuxuryLiving,148.65,CUST-000861,PROP-00573,AGT-0033,Lost,2024-10-28,,,,Unit sold out before decision
LEAD-001451,2024-11-09,Bayut,Bayut_Featured_Listing,286.07,CUST-001451,PROP-00436,AGT-0004,Lost,,,,,Budget mismatch
LEAD-003372,2024-04-15,Instagram,IG_Carousel_PaymentPlan,66.58,CUST-003372,PROP-00561,AGT-0029,Lost,,,,,Chose competitor project
LEAD-004040,2024-05-20,Google Ads,GAds_Search_VillasForSale,302.12,CUST-004040,PROP-00463,AGT-0003,Lost,2024-06-03,,,,Found cheaper unit elsewhere
LEAD-002464,2025-12-08,Bayut,Bayut_Premium_Placement,424.05,CUST-002464,PROP-00064,,Lost,2025-12-12,2025-12-18,,,Chose competitor project
LEAD-003849,2024-05-14,Google Ads,GAds_Retargeting_OffPlan,219.53,CUST-003849,PROP-00438,AGT-0007,Lost,,,,,Budget mismatch
LEAD-004065,2025-04-08,Google Ads,GAds_Search_Apartments_Dubai,300.23,CUST-004065,PROP-00094,AGT-0008,Lost,,,,,Visa / relocation fell through
LEAD-000424,2024-12-18,LinkedIn,LinkedIn_EventPromo,374.15,CUST-000424,PROP-00290,AGT-0016,Lost,2024-12-25,2025-01-04,,,Chose competitor project
LEAD-002028,2026-03-08,Referral,Referral_ExistingClient,24.5,CUST-002028,PROP-00256,AGT-0042,Lost,2026-03-15,2026-03-24,,,Postponed decision
LEAD-003133,2025-12-13,Referral,Referral_ExistingClient,31.02,CUST-003133,PROP-00392,AGT-0041,Lost,2025-12-25,2026-01-08,,,Budget mismatch
LEAD-000415,2024-08-28,Instagram,IG_Story_LuxuryLiving,123.83,CUST-000415,PROP-00016,AGT-0031,Lost,,,,,Financing / mortgage rejected
LEAD-002420,2025-01-31,Referral,Referral_AgentNetwork,22.79,CUST-002420,PROP-00162,AGT-0043,Lost,,,,,Chose competitor project
LEAD-004989,2024-03-13,Website,Website_Organic_Blog,62.61,CUST-004989,PROP-00594,AGT-0029,Lost,,,,,Unit sold out before decision
LEAD-001803,2025-07-22,Instagram,IG_Story_LuxuryLiving,121.34,CUST-001803,PROP-00278,AGT-0035,Sold,2025-07-26,2025-08-04,2025-08-15,2025-08-30,
LEAD-002139,2025-01-08,Instagram,IG_Story_LuxuryLiving,80.94,CUST-002139,PROP-00159,AGT-0010,Lost,2025-01-15,,,,Not responsive / went cold
LEAD-004839,2025-12-29,Referral,Referral_PartnerBroker,36.53,CUST-004839,PROP-00064,AGT-0034,Lost,,,,,Financing / mortgage rejected
LEAD-004712,2024-10-25,LinkedIn,LinkedIn_Sponsored_InvestorContent,221.81,CUST-004712,PROP-00564,AGT-0005,Sold,2024-11-06,2024-11-19,2024-11-30,2024-12-03,
LEAD-004473,2024-07-17,Google Ads,GAds_Display_InvestorDeals,312.64,CUST-004473,PROP-00482,AGT-0043,Lost,,,,,Found cheaper unit elsewhere
LEAD-002684,2024-12-13,Referral,Referral_AgentNetwork,49.11,CUST-002684,PROP-00062,AGT-0037,Lost,,,,,Unit sold out before decision
LEAD-004076,2026-01-08,Google Ads,GAds_Search_VillasForSale,175.83,CUST-004076,PROP-00292,,Sold,2026-01-14,2026-01-28,2026-01-31,2026-02-13,
LEAD-004521,2024-01-08,Instagram,IG_Reels_OffPlan_Q1,175.87,CUST-004521,PROP-00492,AGT-0001,Lost,,,,,Budget mismatch
LEAD-002846,2024-10-08,Instagram,IG_Carousel_PaymentPlan,28.43,CUST-002846,PROP-00318,AGT-0010,Lost,,,,,Financing / mortgage rejected
LEAD-000893,2025-05-27,Google Ads,GAds_Display_InvestorDeals,258.77,CUST-000893,PROP-00552,AGT-0033,Lost,2025-06-06,2025-06-19,,,Visa / relocation fell through
LEAD-002986,2024-09-19,Website,Website_Organic_Blog,50.83,CUST-002986,PROP-00550,AGT-0017,Sold,2024-09-29,2024-10-13,2024-10-15,2024-11-02,
LEAD-003859,2024-05-22,Instagram,IG_Reels_OffPlan_Q1,36.53,CUST-003859,PROP-00578,AGT-0041,Lost,,,,,Chose competitor project
LEAD-000049,2024-05-10,Bayut,Bayut_Featured_Listing,101.57,CUST-000049,PROP-00032,AGT-0039,Lost,,,,,Visa / relocation fell through
LEAD-003907,2025-02-12,Bayut,Bayut_Featured_Listing,405.81,CUST-003907,PROP-00287,AGT-0021,Lost,,,,,Visa / relocation fell through
LEAD-000157,2025-06-30,Instagram,IG_Story_LuxuryLiving,54.02,CUST-000157,PROP-00118,AGT-0006,Sold,2025-07-13,2025-07-25,2025-08-04,2025-08-18,
LEAD-004585,2024-08-22,Bayut,Bayut_Featured_Listing,102.58,CUST-004585,PROP-00250,AGT-0030,Lost,,,,,Visa / relocation fell through
LEAD-002707,2025-12-15,Bayut,Bayut_Premium_Placement,434.34,CUST-002707,PROP-00546,AGT-0028,Sold,2025-12-25,2026-01-08,2026-01-20,2026-02-06,
LEAD-002186,2024-03-30,Bayut,Bayut_Featured_Listing,143.26,CUST-002186,PROP-00137,AGT-0043,Sold,2024-04-05,2024-04-08,2024-04-11,2024-04-20,
LEAD-001403,2025-11-28,LinkedIn,LinkedIn_Sponsored_InvestorContent,158.83,CUST-001403,PROP-00525,AGT-0026,Lost,2025-12-05,2025-12-08,,,Visa / relocation fell through
LEAD-003310,2025-12-28,Website,Website_Landing_NewLaunch,29.95,CUST-003310,PROP-00497,AGT-0043,Sold,2025-12-31,2026-01-13,2026-01-23,2026-02-05,
LEAD-000493,2026-02-27,Google Ads,GAds_Search_Apartments_Dubai,268.93,CUST-000493,PROP-00092,AGT-0020,Lost,,,,,Not responsive / went cold
